Time_Sec,Hour,Stress_Level,Scenario,Is_Noisy,HR_Target,SDNN_Target,HR_Extracted,SDNN_Extracted,RMSSD,pNN50,LF,HF,LF_HF_Ratio
1980,0.55,0,Normal,True,65.0,41.357,69.21834782000258,44.12942981693111,55.71264297142727,45.04858672987326,1048.562,2393.251,0.4381
2010,0.5583,0,Normal,True,65.0,41.357,60.34795004763831,46.141321110931585,44.34233330409026,40.67227792662382,948.074,2688.201,0.3527
2040,0.5667,0,Normal,True,65.0,41.357,68.68911051424593,49.14651499383728,49.25422393126375,37.861774065550904,1019.821,2877.957,0.3544
2070,0.575,0,Normal,True,65.0,41.357,59.02415563457616,37.08445613383073,52.98549722327366,45.916838775438876,909.188,3094.281,0.2938
2100,0.5833,0,Normal,True,65.0,41.357,57.43581319139448,42.55165034169426,55.07534191971599,39.9478071602329,1061.123,2594.96,0.4089
2130,0.5917,0,Normal,True,65.0,41.357,69.60462298736196,40.03964892178199,47.476926486779384,42.46714759259764,1026.326,2923.896,0.351
2160,0.6,0,Normal,True,65.0,41.357,63.056127467830784,45.68746430898371,51.49140783464762,40.748972661578975,1006.581,2369.29,0.4248
2190,0.6083,0,Normal,True,65.0,41.357,65.37245797442358,33.39674144366752,56.19694776750304,41.286142203112874,742.617,3299.782,0.2251
2220,0.6167,0,Normal,True,65.0,41.357,65.81241339445913,51.240007709184574,55.22948250358601,31.239619289344446,1106.88,1826.602,0.606
2250,0.625,0,Normal,True,65.0,41.357,72.97522174897438,36.42383619146466,41.31936638524657,45.861679512132625,1007.365,2100.913,0.4795
2280,0.6333,0,Normal,True,65.0,41.357,63.26797489280961,41.71296805068327,54.19785808310403,35.48838991348111,873.852,3048.193,0.2867
2310,0.6417,0,Normal,True,65.0,41.357,66.95975839565155,46.86178915347455,40.18447140090377,35.79745311329794,1047.618,2645.613,0.396
2340,0.65,0,Normal,True,65.0,41.357,64.84182333431049,33.79351938818213,47.20828670803307,42.26601931939982,1035.868,2872.619,0.3606
2370,0.6583,0,Normal,True,65.0,41.357,62.156978869218754,40.780292262017774,53.36911884587905,52.690837367591335,1271.076,2298.923,0.5529
2400,0.6667,0,Normal,True,65.0,41.357,52.57353311711883,42.52124492688466,45.88647236266381,45.638510895130224,893.538,2209.916,0.4043
2430,0.675,0,Normal,True,65.0,41.357,45.17830956200888,44.24288233763552,39.98752768995147,28.161636555669947,1267.108,2305.953,0.5495
2460,0.6833,0,Normal,True,65.0,41.357,53.53806543336278,37.2499659545708,53.393254665522825,36.91022932886095,1189.034,2153.396,0.5522
2490,0.6917,0,Normal,True,65.0,41.357,65.77348055472575,43.787261487788086,43.62193757051995,27.39302479988795,792.278,2899.947,0.2732
2520,0.7,0,Normal,True,65.0,41.357,67.63664061544608,35.78458192674358,61.47409152625547,27.57867218010299,989.76,2622.303,0.3774
2550,0.7083,0,Normal,True,65.0,41.357,63.705524099416664,48.4784003212618,43.19751042723824,26.548122251539407,963.135,2594.286,0.3713
2580,0.7167,0,Normal,True,65.0,41.357,53.73777711610324,45.82955984653823,53.51159151978506,49.908789307261124,1077.262,2633.163,0.4091
2610,0.725,0,Normal,True,65.0,41.357,63.65726912489881,42.72629081472317,51.078289126666974,37.10505748040039,1087.613,2213.719,0.4913
2640,0.7333,0,Normal,True,65.0,41.357,70.33630323537028,35.949242275013894,50.23319247862082,28.1963693020833,1254.197,2443.86,0.5132
2670,0.7417,0,Normal,True,65.0,41.357,62.46264977179064,41.69487988281491,54.48134066034267,31.733595559362758,759.527,2676.373,0.2838
2700,0.75,0,Normal,True,65.0,41.357,70.00751111180134,34.26788913185541,47.81684609698862,48.619136354842595,916.114,2182.497,0.4198
2730,0.7583,0,Normal,True,65.0,41.357,78.686522410228,38.943394160607376,47.1549750755464,45.550488722791584,1010.538,2377.171,0.4251
2760,0.7667,0,Normal,True,65.0,41.357,70.6403995338677,37.23177372711553,54.121896371980974,27.493642258169682,925.833,2067.936,0.4477
2790,0.775,0,Normal,True,65.0,41.357,57.05660651854836,41.839589768536406,38.735944083895006,35.29891123852738,972.228,2689.587,0.3615
2820,0.7833,0,Normal,True,65.0,41.357,71.71580970864322,34.861724425087,37.434140156718,34.457988641929916,1060.961,2170.815,0.4887
2850,0.7917,0,Normal,True,65.0,41.357,53.99789871011032,39.18205863404559,53.812646643694414,44.928676583223144,1028.643,2550.109,0.4034
2880,0.8,0,Normal,True,65.0,41.357,61.58107065733572,44.171596981732066,49.5892457303783,30.558792664016732,799.656,2901.504,0.2756
2910,0.8083,0,Normal,True,65.0,41.357,56.16833761053683,35.85763418911508,47.79784903329334,23.882052839795392,1117.54,2810.192,0.3977
2940,0.8167,0,Normal,True,65.0,41.357,53.758829786727844,38.620682624550895,55.046158684882556,42.91496662239921,954.033,2510.175,0.3801
2970,0.825,0,Normal,True,65.0,41.357,66.51129816696786,42.53565232029932,48.63405058200763,42.80172568593282,960.448,3023.495,0.3177
3000,0.8333,0,Normal,True,65.0,41.357,78.58957441741492,39.236980662194156,42.4104082387149,43.48617582635181,1192.062,2417.283,0.4931
3030,0.8417,0,Normal,True,65.0,41.357,55.61125659593389,50.89070779211429,51.3018127251797,45.00974128325079,1135.932,2305.466,0.4927
3060,0.85,0,Normal,True,65.0,41.357,60.99640662688487,40.41921745114128,42.54279576153226,47.132444425556805,1125.825,2531.137,0.4448
3090,0.8583,0,Normal,True,65.0,41.357,63.956241478025404,37.46926927289441,50.07389706591023,40.994102164802875,941.789,2458.285,0.3831
3120,0.8667,0,Normal,True,65.0,41.357,63.69006933907663,33.56037754907552,58.030848635492205,32.049586478101354,1040.298,1994.468,0.5216
3150,0.875,0,Normal,True,65.0,41.357,56.00621871716846,38.810237015617524,53.97199278153982,53.66560377671164,976.337,2517.125,0.3879
3180,0.8833,0,Normal,True,65.0,41.357,72.6847353459037,33.678994849427156,57.367664299876694,28.503157063472685,974.09,2140.555,0.4551
3210,0.8917,0,Normal,True,65.0,41.357,62.789453468356164,30.651678312789223,47.24278861661032,37.23343922400394,798.105,2432.043,0.3282
3240,0.9,0,Normal,True,65.0,41.357,64.3046303084457,46.11604504907705,55.496874014650416,49.00648901185839,933.027,3291.03,0.2835
3270,0.9083,0,Normal,True,65.0,41.357,73.3548066392549,40.83553344533836,45.46344064376996,37.456430396036986,1051.554,2382.573,0.4414
3300,0.9167,0,Normal,True,65.0,41.357,74.80960043009068,41.718733176989254,56.23190384640802,17.682307097643772,796.281,2242.484,0.3551
3330,0.925,0,Normal,True,65.0,41.357,62.47524841948055,34.599224058957596,46.07785450249952,42.57616121821889,930.04,2275.446,0.4087
3360,0.9333,0,Normal,True,65.0,41.357,56.90562274699957,39.71786547647495,46.75635459259067,34.66302672737291,1048.061,1938.003,0.5408
3390,0.9417,0,Normal,True,65.0,41.357,68.47795610834417,45.105945919690015,52.081005162539235,37.743531707849556,1058.885,2471.479,0.4284
3420,0.95,0,Normal,True,65.0,41.357,66.33260362352357,41.195951224796154,55.78384753947394,48.05214783035548,850.223,1963.599,0.433
3450,0.9583,0,Normal,True,65.0,41.357,55.06656205421021,43.548130689821484,48.15706585057827,37.87884729982818,1023.854,2241.81,0.4567
3480,0.9667,0,Normal,True,65.0,41.357,54.969914165406664,40.75676160518042,49.97918873951978,37.76587784895852,1160.178,2788.782,0.416
3510,0.975,0,Normal,True,65.0,41.357,69.41536948262096,45.8393624089622,46.839366204507925,37.83504717573187,1047.666,2857.583,0.3666
3540,0.9833,0,Normal,True,65.0,41.357,74.71758754425606,44.277144869593826,53.323602434123096,47.52826831716582,1092.814,2547.195,0.429
3570,0.9917,0,Normal,True,65.0,41.357,56.521012130773215,37.3278022080011,53.294118532896725,45.280685708182574,1109.144,2506.094,0.4426
3600,1.0,0,Normal,True,65.0,41.357,82.75589374155052,35.17314927139996,40.90697225420628,49.58248582644549,1177.287,2600.984,0.4526
3630,1.0083,0,Normal,True,65.0,41.357,54.24102758373815,43.10338285515978,46.33159930569139,36.92798397433078,983.247,2628.923,0.374
3660,1.0167,0,Normal,True,65.0,41.357,57.427674565735146,43.570450679651515,53.678751746844604,34.620299006558355,936.824,2540.719,0.3687
3690,1.025,0,Normal,True,65.0,41.357,72.04983643915168,35.918388224075755,45.552047262739215,41.55408346857588,876.915,2149.301,0.408
3720,1.0333,0,Normal,True,65.0,41.357,61.968887966247145,37.72597474198667,43.377877788814395,42.058894278717204,1159.885,2362.312,0.491
3750,1.0417,0,Normal,True,65.0,41.357,66.54743442754254,33.2937753763523,44.80119628219468,42.80250025750308,755.33,2672.054,0.2827
3780,1.05,0,Normal,True,65.0,41.357,44.84487859965583,36.522271469170434,45.774971593727024,40.09227070265482,1161.865,2086.542,0.5568
3810,1.0583,0,Normal,True,65.0,41.357,64.56512534066601,35.21224092011422,58.35199718986019,41.413598079516376,955.017,2773.185,0.3444
3840,1.0667,0,Normal,True,65.0,41.357,69.76324231644026,38.71342799692232,43.178667690881156,41.15951881521081,1019.216,2506.781,0.4066
3870,1.075,0,Normal,True,65.0,41.357,63.18995025380624,41.2371641953888,61.24022573246977,36.78561422634147,1126.908,2998.142,0.3759
3900,1.0833,0,Normal,True,65.0,41.357,62.966248530778685,43.26427330420734,53.43912850532309,44.89384703593438,684.864,2907.414,0.2356
3930,1.0917,0,Normal,True,65.0,41.357,72.53899156418693,40.847072108535414,42.66304184523564,36.126514083076266,1040.437,2260.926,0.4602
3960,1.1,0,Normal,True,65.0,41.357,68.25177249191768,36.820230520655656,61.57322951985942,44.8783256450891,1158.59,2037.038,0.5688
3990,1.1083,0,Normal,True,65.0,41.357,63.47933467446452,34.20893554608551,45.616868363115195,41.934899064876596,852.165,1840.634,0.463
4020,1.1167,0,Normal,True,65.0,41.357,56.60290194917292,50.924176161542164,40.74641307087835,36.666988626074264,1098.627,2451.541,0.4481
4050,1.125,0,Normal,True,65.0,41.357,74.45835148455943,36.13699558408236,47.65862180932108,33.78314980306989,1174.077,2214.044,0.5303
4080,1.1333,0,Normal,True,65.0,41.357,70.06053639103435,26.305183852209506,49.910726673274326,33.9043694746497,1291.046,2645.099,0.4881
4110,1.1417,0,Normal,True,65.0,41.357,72.77855884200969,31.208208334488493,41.765007299808424,28.440224992882573,1054.212,2464.821,0.4277
4140,1.15,0,Normal,True,65.0,41.357,77.13132659589759,37.83547428411161,45.190867807639755,32.65556267786047,805.363,2348.668,0.3429
4170,1.1583,0,Normal,True,65.0,41.357,71.05394409976523,37.35785540671643,60.88178301342004,36.509852428839885,865.203,2602.389,0.3325
4200,1.1667,0,Normal,True,65.0,41.357,74.93195469651023,48.696958633979094,44.655585281552234,37.50123763835667,1068.033,2416.968,0.4419
4230,1.175,0,Normal,True,65.0,41.357,62.99945302678827,41.12606446737432,47.42547454501837,42.02949910580914,1092.099,2675.051,0.4083
4260,1.1833,0,Normal,True,65.0,41.357,69.70972178868978,45.48273333846448,40.016469182646425,41.708098205735396,1070.99,2813.877,0.3806
4290,1.1917,0,Normal,True,65.0,41.357,69.58052631516092,43.12608413262866,41.02994677546019,40.433874887066374,946.936,2292.224,0.4131
4320,1.2,0,Normal,True,65.0,41.357,63.53813100439748,45.9771650284424,36.72307022357278,37.16395189420038,924.822,2567.17,0.3602
4350,1.2083,0,Normal,True,65.0,41.357,51.48343960786769,46.929129523024734,45.47730406481511,23.711958672813925,949.773,2543.416,0.3734
4380,1.2167,0,Normal,True,65.0,41.357,62.54003171725299,47.80739593423659,57.97878307177864,33.2712317745413,1046.551,2928.675,0.3573
4410,1.225,0,Normal,True,65.0,41.357,62.44894629985587,46.708558535425055,38.047467183918684,40.87162173583731,927.145,3138.626,0.2954
4440,1.2333,0,Normal,True,65.0,41.357,56.47704039515925,41.95901337332222,45.088953818214236,38.42397568767418,977.481,2798.25,0.3493
4470,1.2417,0,Normal,True,65.0,41.357,55.725850771823346,46.55321020561728,45.208110144574974,22.409432611949665,1078.284,2425.948,0.4445
4500,1.25,0,Normal,True,65.0,41.357,60.564472380082094,42.89370413446176,40.072034714432256,42.98879896492087,958.843,2604.613,0.3681
4530,1.2583,0,Normal,True,65.0,41.357,63.64858183577141,41.000391142028825,50.27684029971373,35.72341157715859,1007.794,2309.548,0.4364
4560,1.2667,0,Normal,True,65.0,41.357,71.83049409135414,51.22151247991023,47.52449667176713,25.249687066831676,1072.962,2927.866,0.3665
4590,1.275,0,Normal,True,65.0,41.357,64.69288029725107,50.28115055222437,62.78855886584028,41.28492365507445,1262.225,2486.703,0.5076
4620,1.2833,0,Normal,True,65.0,41.357,61.34555490839017,43.30081884242049,46.53769943298161,36.137011241401915,1142.719,2982.135,0.3832
4650,1.2917,0,Normal,True,65.0,41.357,53.81904525479505,45.75951052268168,53.25540861222087,36.19446484336475,813.599,2556.173,0.3183
4680,1.3,0,Normal,True,65.0,41.357,74.69154411205321,42.25107168319896,41.11181272554159,40.274685531596894,1064.67,2517.629,0.4229
4710,1.3083,0,Normal,True,65.0,41.357,61.20179138668086,31.02980104804007,46.372679962237164,41.755325813263575,959.119,2305.946,0.4159
4740,1.3167,0,Normal,True,65.0,41.357,51.50013365377022,38.72162043089583,35.615524548262805,30.73886592021187,949.262,1886.482,0.5032
4770,1.325,0,Normal,True,65.0,41.357,69.55909765879818,42.52589048505806,49.85166288257316,56.21692947757733,984.911,2663.525,0.3698
4800,1.3333,0,Normal,True,65.0,41.357,56.21899680121243,46.5322825451776,59.69220844363787,35.26868334394015,1045.501,2465.031,0.4241
4830,1.3417,0,Normal,True,65.0,41.357,81.4893592873425,41.53570580772235,48.53170685936987,32.836547321091615,940.64,2212.45,0.4252
4860,1.35,0,Normal,True,65.0,41.357,61.8884294317095,39.5660493189621,60.94283505628885,31.392461225383293,938.512,2585.986,0.3629
4890,1.3583,0,Normal,True,65.0,41.357,76.12165902234302,45.260462135692116,52.13816456323906,42.6833379975254,946.471,2117.371,0.447
4920,1.3667,0,Normal,True,65.0,41.357,67.47302690840993,47.388488271714216,43.326907526325016,39.61327189947721,1033.723,1884.536,0.5485
4950,1.375,0,Normal,True,65.0,41.357,61.79034799692476,38.64348525448271,43.992974841698576,38.06857131392993,1118.4,2581.735,0.4332
4980,1.3833,0,Normal,True,65.0,41.357,55.434864652412266,41.86019827692359,49.98551549533383,38.72529320615681,861.014,2076.962,0.4146
5010,1.3917,0,Normal,True,65.0,41.357,63.25424993348432,48.53014826575639,48.867672169118464,37.89076417633863,1109.044,2945.948,0.3765
5040,1.4,0,Normal,True,65.0,41.357,55.80123798711007,34.30755148505736,54.29713845538778,47.73623427324968,976.808,2003.544,0.4875
5070,1.4083,0,Normal,True,65.0,41.357,62.41549371347446,44.77267962627606,53.71216202755517,35.63280847636371,882.482,2393.493,0.3687
5100,1.4167,0,Normal,True,65.0,41.357,67.74134182314621,45.671570244939474,47.69565123488759,36.01690548226373,1059.978,2273.537,0.4662
5130,1.425,0,Normal,True,65.0,41.357,70.63017954308019,48.43597751925811,50.495321558551545,24.2608568213674,1034.819,2586.391,0.4001
5160,1.4333,0,Normal,True,65.0,41.357,60.199798999911465,37.36833641094164,49.151188716354575,31.833118203245576,958.658,2725.194,0.3518
5190,1.4417,0,Normal,True,65.0,41.357,51.63610015016681,35.71619407228373,63.77114177543062,47.78297531356459,1013.561,2265.872,0.4473
5220,1.45,0,Normal,True,65.0,41.357,63.39356038109066,39.849211607117645,42.85747996164765,41.249960302606866,989.38,2093.886,0.4725
5250,1.4583,0,Normal,True,65.0,41.357,69.86181198165842,41.4063926198633,43.100444225636785,33.80139099063371,1100.393,2623.634,0.4194
5280,1.4667,0,Normal,True,65.0,41.357,73.5199832914975,48.4503836537857,52.912472171314,33.79007637218339,1180.949,2989.969,0.395
5310,1.475,0,Normal,True,65.0,41.357,70.70246607390445,43.97473613078504,40.94158264462195,41.96067279370068,864.213,2552.665,0.3386
5340,1.4833,0,Normal,True,65.0,41.357,68.72691664011879,45.395531145123435,54.984242211101346,43.3971723183065,1171.658,2487.998,0.4709
5370,1.4917,0,Normal,True,65.0,41.357,61.819068041765725,37.39364952481924,53.70761258009581,43.427938146111835,1133.457,2554.887,0.4436
5400,1.5,0,Normal,True,65.0,41.357,71.36641567417674,40.26102047827949,55.60760787647239,34.259513369463605,1067.008,2201.096,0.4848
5430,1.5083,0,Normal,True,65.0,41.357,56.61187395334772,47.407519016465265,42.966455290478166,40.01585127163158,1050.836,2620.928,0.4009
5460,1.5167,0,Normal,True,65.0,41.357,61.0241842288537,38.66081722076077,44.83567616895391,41.64713521258862,946.685,2580.335,0.3669
5490,1.525,0,Normal,True,65.0,41.357,70.11231211864265,35.256622838756144,52.899079920321206,44.47530489744057,1157.277,2359.525,0.4905
5520,1.5333,0,Normal,True,65.0,41.357,61.680607636760456,43.88029923699402,53.13549882827321,37.17723596229661,893.239,2093.82,0.4266
5550,1.5417,0,Normal,True,65.0,41.357,60.701771055953856,34.59518060178077,54.352068947405556,39.452798087873504,1131.725,1933.059,0.5855
5580,1.55,0,Normal,True,65.0,41.357,63.23295556051362,42.34848487609819,46.07902368788026,34.000961845826566,1046.388,2365.423,0.4424
5610,1.5583,0,Normal,True,65.0,41.357,68.30903259662404,40.717196939449494,48.293823629228044,34.031062764343595,834.145,2066.363,0.4037
5640,1.5667,0,Normal,True,65.0,41.357,68.28809952397219,61.58583221860748,51.66404911728927,25.591661351356773,979.715,2564.172,0.3821
5670,1.575,0,Normal,True,65.0,41.357,55.25760968191129,40.94959932619526,39.738056994490094,33.248849455661,863.251,2575.97,0.3351
5700,1.5833,0,Normal,True,65.0,41.357,64.00561734270678,44.66372865806384,55.897121637498216,26.573780413880623,1109.183,2440.394,0.4545
5730,1.5917,0,Normal,True,65.0,41.357,64.60017288460035,40.03524531059889,48.40331083076655,49.067599986738635,1009.431,2603.69,0.3877
5760,1.6,0,Normal,True,65.0,41.357,74.58678086235776,37.003275224722245,43.36433788706114,34.371074021973605,1264.121,3013.387,0.4195
5790,1.6083,0,Normal,True,65.0,41.357,64.96492964788851,54.322287146249586,50.00984068179238,37.28001721435229,1004.886,1848.539,0.5436
5820,1.6167,0,Normal,True,65.0,41.357,53.50119529653161,47.530856637724334,45.63595296825969,32.115545526266104,1011.409,2861.615,0.3534
5850,1.625,0,Normal,True,65.0,41.357,68.89911270359019,46.63867040777415,48.000500160637976,37.998579964733594,1048.778,2158.433,0.4859
5880,1.6333,0,Normal,True,65.0,41.357,77.1618873629018,49.89102205575777,51.642378348859566,29.723606780504177,1211.238,2353.421,0.5147
