Time_Sec,Hour,Stress_Level,Scenario,Is_Noisy,HR_Target,SDNN_Target,HR_Extracted,SDNN_Extracted,RMSSD,pNN50,LF,HF,LF_HF_Ratio
450,0.125,0,Normal,False,65.0,41.357,65.61260742063506,39.254869286957856,47.55068879767479,40.895919032813026,901.735,2597.675,0.3471
480,0.1333,0,Normal,False,65.0,41.357,65.62401586887098,41.63529722310986,49.804368059145546,37.03253577615098,948.346,2414.279,0.3928
510,0.1417,0,Normal,False,65.0,41.357,73.53041265703105,43.09270158637591,46.58560896488556,30.79251201990326,1022.159,2428.819,0.4208
540,0.15,0,Normal,False,65.0,41.357,60.602426412352294,40.900159687944296,45.855976910140186,39.68271816009592,850.862,2772.462,0.3069
570,0.1583,0,Normal,False,65.0,41.357,69.23665778658678,36.78047778703215,47.345808132185944,35.833713160440205,998.622,2511.138,0.3977
600,0.1667,0,Normal,False,65.0,41.357,66.50369909608091,39.65692816980756,50.30040566128327,36.719574801038256,995.927,2402.708,0.4145
630,0.175,0,Normal,False,65.0,41.357,63.7709350431567,41.49912410445324,50.621835440343574,34.16241192927897,1014.251,2679.803,0.3785
660,0.1833,0,Normal,False,65.0,41.357,66.6278862303292,44.83252872757446,49.155563250965784,38.09734306340293,966.437,2520.111,0.3835
690,0.1917,0,Normal,False,65.0,41.357,59.08836096798079,42.79321008356938,49.67353415615929,36.3669980542169,1007.57,2541.861,0.3964
720,0.2,0,Normal,False,65.0,41.357,63.069121423698874,41.6536727509713,47.374749078651476,35.256635061523376,1007.066,2402.653,0.4191
750,0.2083,0,Normal,False,65.0,41.357,68.66550196941776,38.29133458986918,49.31522386850191,36.38887126698171,936.691,2402.244,0.3899
780,0.2167,0,Normal,False,65.0,41.357,69.86351279472711,42.511756127745365,50.83018929506982,36.24092120375086,1007.292,2411.336,0.4177
810,0.225,0,Normal,False,65.0,41.357,62.49416783964901,41.99154092726265,56.014139924709326,38.04970660480846,965.484,2417.169,0.3994
840,0.2333,0,Normal,False,65.0,41.357,59.816066483586475,42.329823014893755,49.71839338314836,36.37346226686925,1071.869,2315.646,0.4629
870,0.2417,0,Normal,False,65.0,41.357,62.13706817260586,44.08247971190743,48.7845631732076,33.82764747096983,919.922,2615.038,0.3518
900,0.25,0,Normal,False,65.0,41.357,72.71348606083973,39.75204012331637,47.02050978493908,41.33248232678069,923.03,2658.886,0.3471
930,0.2583,0,Normal,False,65.0,41.357,64.40906547879106,38.983583054672884,49.34646422396914,37.400961924376595,947.349,2539.125,0.3731
960,0.2667,0,Normal,False,65.0,41.357,63.01591751378264,43.79809969398352,47.29996001367738,34.73792624815965,1021.944,2310.176,0.4424
990,0.275,0,Normal,False,65.0,41.357,68.09236439458742,43.53602831650183,51.97606512769604,37.58273942350078,1001.026,2357.18,0.4247
1020,0.2833,0,Normal,False,65.0,41.357,63.72951678664954,41.523591297754145,48.59567700400083,39.479924819661974,986.229,2467.093,0.3998
1050,0.2917,0,Normal,False,65.0,41.357,59.5272492624422,41.44905033752818,53.77101148084223,32.9550006705366,1040.036,2518.22,0.413
1080,0.3,0,Normal,False,65.0,41.357,65.42466490226654,42.731982510966766,52.397687228215155,36.988124744881375,1064.423,2563.43,0.4152
1110,0.3083,0,Normal,False,65.0,41.357,62.428880141940084,42.34114532412685,51.89630675569834,35.97301723642098,951.653,2430.331,0.3916
1140,0.3167,0,Normal,False,65.0,41.357,65.00542995138825,41.04471789367186,48.50239162586715,39.66921798299777,1032.296,2596.79,0.3975
1170,0.325,0,Normal,False,65.0,41.357,66.93778304720988,40.805018266468885,47.03522460569246,41.25871899866584,1008.387,2462.463,0.4095
1200,0.3333,0,Normal,False,65.0,41.357,68.82271461253896,39.957891477819004,50.44767181598175,39.43775217613233,1011.814,2523.618,0.4009
1230,0.3417,0,Normal,False,65.0,41.357,63.740613593720155,40.16870789281037,50.90922494924385,36.49796917065567,1006.223,2534.123,0.3971
1260,0.35,0,Normal,False,65.0,41.357,64.88041031825286,43.49847145703648,50.753309731706594,36.42368051285121,1101.816,2448.862,0.4499
1290,0.3583,0,Normal,False,65.0,41.357,64.22749287228133,39.13248478995317,51.93253640353906,35.75405793502334,1063.248,2371.473,0.4483
1320,0.3667,0,Normal,False,65.0,41.357,64.88198011388123,40.964563700058726,45.31125380506159,36.56617792669006,1049.03,2349.135,0.4466
1350,0.375,0,Normal,False,65.0,41.357,66.08862201141953,41.4501359179191,50.55389653166984,30.866109631005646,923.738,2496.096,0.3701
1380,0.3833,0,Normal,False,65.0,41.357,63.72299229401647,39.1890700488629,53.18348323118828,38.485893107114514,1012.864,2762.561,0.3666
1410,0.3917,0,Normal,False,65.0,41.357,68.83299696009436,44.17407106347112,51.205086890899125,40.13752026895875,933.916,2184.645,0.4275
1440,0.4,0,Normal,False,65.0,41.357,65.89043511455678,44.89965246285583,53.42366304969165,40.130818220038385,921.577,2416.188,0.3814
1470,0.4083,0,Normal,False,65.0,41.357,60.97840034169468,39.273061788677104,49.92782996255295,36.97380887965459,1039.708,2570.818,0.4044
1500,0.4167,0,Normal,False,65.0,41.357,65.09932286013438,37.79408574916509,47.22123062414163,35.69889587841983,1037.499,2478.624,0.4186
1530,0.425,0,Normal,False,65.0,41.357,61.85277817123492,39.86910347685853,49.07779579176181,35.07690277177489,985.266,2527.241,0.3899
1560,0.4333,0,Normal,False,65.0,41.357,64.53295347028651,39.66138959568505,55.58917151635087,37.92564342601489,1028.488,2276.825,0.4517
1590,0.4417,0,Normal,False,65.0,41.357,60.833006824944576,44.8634970220435,46.57968226961383,37.15803639170343,1002.951,2405.871,0.4169
1620,0.45,0,Normal,False,65.0,41.357,66.25434638228096,42.24099601149099,49.46862651004061,34.81932622482007,1026.83,2604.521,0.3942
1650,0.4583,0,Normal,False,65.0,41.357,65.75808830752919,42.0534637032654,48.88961276429125,39.30608569810227,1011.105,2671.964,0.3784
1680,0.4667,0,Normal,False,65.0,41.357,71.20798035004121,39.77069832036683,47.73047845141534,42.1753435541589,1045.224,2583.076,0.4046
1710,0.475,0,Normal,False,65.0,41.357,61.15497265270848,42.66808028495945,51.89848028129097,39.875490428945874,1069.818,2468.743,0.4333
1740,0.4833,0,Normal,False,65.0,41.357,61.07431010017854,39.64271450861413,48.099739321623446,35.02271344541645,928.674,2406.806,0.3859
1770,0.4917,0,Normal,False,65.0,41.357,65.05794224934523,37.030219958679986,51.50124128903289,37.31948337747785,1033.888,2532.906,0.4082
1800,0.5,0,Normal,False,65.0,41.357,63.0425732207563,43.59561763892267,49.50326235019657,36.27449557834142,985.161,2520.67,0.3908
1830,0.5083,0,Normal,False,65.0,41.357,63.80215420724579,39.605017609890574,48.89986424123293,42.20351248785618,1019.671,2632.987,0.3873
1860,0.5167,0,Normal,False,65.0,41.357,66.44765841325426,38.57307630991869,50.370314747944654,36.58059369566666,1006.034,2446.772,0.4112
1890,0.525,0,Normal,False,65.0,41.357,65.54748677503584,40.99304996433257,49.061281119141285,37.48355793673341,1002.42,2591.625,0.3868
1920,0.5333,0,Normal,False,65.0,41.357,60.7808459423206,39.37203303274884,49.05357722147032,38.692349643338126,1017.03,2488.585,0.4087
1950,0.5417,0,Normal,False,65.0,41.357,67.29757578367204,42.13666420879203,51.86424277860077,39.388665222377824,1036.236,2433.068,0.4259
1980,0.55,0,Normal,False,65.0,41.357,71.5829924943564,38.04424470556523,45.94643982035849,37.84419578396116,1019.35,2370.49,0.43
2010,0.5583,0,Normal,False,65.0,41.357,60.33203979401564,43.39037616622656,51.145354835517324,34.93078783495541,1057.673,2618.021,0.404
2040,0.5667,0,Normal,False,65.0,41.357,67.41402540146899,39.22141710983982,49.07116293601611,34.11950897730025,1043.299,2558.528,0.4078
2070,0.575,0,Normal,False,65.0,41.357,68.0012127563769,43.976559977120374,49.857179035989205,34.74736368897925,1018.547,2653.313,0.3839
2100,0.5833,0,Normal,False,65.0,41.357,65.07317658121048,43.024508558772354,49.1302753796232,39.76154576317324,1136.514,2525.5,0.45
2130,0.5917,0,Normal,False,65.0,41.357,61.2070428652492,41.011749565037455,52.810200747242185,39.96065053583329,1013.228,2410.784,0.4203
2160,0.6,0,Normal,False,65.0,41.357,66.70216006389056,38.043733524318995,51.6656181715808,39.03761292150635,1023.566,2496.131,0.4101
2190,0.6083,0,Normal,False,65.0,41.357,64.80471173380451,41.55938068192731,54.46676786545022,37.4301276874511,988.821,2460.151,0.4019
2220,0.6167,0,Normal,False,65.0,41.357,65.55043150674288,41.52185081709125,48.098560796307,47.08825201363015,927.133,2505.287,0.3701
2250,0.625,0,Normal,False,65.0,41.357,63.34264120348123,39.51044082312858,47.14769211496919,32.07659243736393,959.99,2632.326,0.3647
2280,0.6333,0,Normal,False,65.0,41.357,62.97338557048692,40.675238482469354,50.260679623681554,36.35536801171529,935.224,2507.423,0.373
2310,0.6417,0,Normal,False,65.0,41.357,65.87650013684303,41.79668471769719,42.493780324927535,34.70348373456417,948.243,2650.613,0.3577
2340,0.65,0,Normal,False,65.0,41.357,61.51810336194206,40.64656079546502,48.0269040818468,28.01649167240966,1002.392,2736.965,0.3662
2370,0.6583,0,Normal,False,65.0,41.357,71.70949922273343,41.408865299598794,47.08005554884509,36.61417492352772,1010.799,2466.673,0.4098
2400,0.6667,0,Normal,False,65.0,41.357,66.12202188160877,44.06841206793505,46.533383226337406,35.31070558769802,1005.95,2369.419,0.4246
2430,0.675,0,Normal,False,65.0,41.357,66.79069253728622,41.57242569874832,46.32851767290882,43.18971066092925,1004.611,2464.843,0.4076
2460,0.6833,0,Normal,False,65.0,41.357,63.97899786237749,40.781501344272144,48.28803218982266,37.93796743889634,937.8,2608.805,0.3595
2490,0.6917,0,Normal,False,65.0,41.357,61.63821690219286,40.708543338551166,51.33063727528232,35.679425909623625,911.817,2636.612,0.3458
2520,0.7,0,Normal,False,65.0,41.357,65.54823908053176,40.54671818173797,44.02091400337983,32.95848230551451,925.125,2709.986,0.3414
2550,0.7083,0,Normal,False,65.0,41.357,73.886132499669,43.28335754190124,50.47116588395885,35.610476211001924,938.637,2578.505,0.364
2580,0.7167,0,Normal,False,65.0,41.357,64.11269511663689,39.46617273236288,49.33765897835923,38.93269852087029,960.534,2334.486,0.4115
2610,0.725,0,Normal,False,65.0,41.357,66.18209756171524,44.2886842393637,55.27115964695402,35.28430128503927,996.486,2788.526,0.3574
2640,0.7333,0,Normal,False,65.0,41.357,66.56608939144563,39.04431959530174,49.51958887268889,37.109933873761825,1123.511,2591.204,0.4336
2670,0.7417,0,Normal,False,65.0,41.357,66.1357172717822,38.56524607637321,50.37620624522642,35.716846270394925,955.438,2591.551,0.3687
2700,0.75,0,Normal,False,65.0,41.357,70.97676158843018,42.15853612560211,48.3089060081139,34.18656064501733,1063.158,2365.492,0.4494
2730,0.7583,0,Normal,False,65.0,41.357,69.64846475347333,41.75188601061901,48.07602309383873,37.56910802642721,1012.896,2611.878,0.3878
2760,0.7667,0,Normal,False,65.0,41.357,66.85793372648213,43.7426440759789,48.21465928110052,43.318002386076955,1057.671,2540.902,0.4163
2790,0.775,0,Normal,False,65.0,41.357,65.17455573799343,41.17669153412281,49.90612545483793,44.12458226767058,996.874,2411.596,0.4134
2820,0.7833,0,Normal,False,65.0,41.357,67.70889991874985,42.94405507848954,47.45243139471276,36.62275592001066,1045.976,2244.555,0.466
2850,0.7917,0,Normal,False,65.0,41.357,58.253865942458575,44.12298396011687,45.431218784171875,42.0293082337213,958.766,2678.366,0.358
2880,0.8,0,Normal,False,65.0,41.357,62.9257627984912,43.4677864076977,50.35027215156477,36.473452369964605,891.809,2408.233,0.3703
2910,0.8083,0,Normal,False,65.0,41.357,60.70746782565413,37.45248880371293,51.68658194621021,33.29109337970152,1017.43,2853.429,0.3566
2940,0.8167,0,Normal,False,65.0,41.357,62.724446023125275,38.099829134519,49.61893830135888,42.348698316638234,1002.177,2392.868,0.4188
2970,0.825,0,Normal,False,65.0,41.357,71.842133899463,38.45310709120477,48.33940561579226,37.75474276347792,1065.996,2502.325,0.426
3000,0.8333,0,Normal,False,65.0,41.357,73.09733299980654,41.21381589752179,47.16170003868984,36.71335573608434,1015.9,2352.123,0.4319
3030,0.8417,0,Normal,False,65.0,41.357,71.9222016152101,41.57907752871123,51.0087798961705,36.856437990796366,969.219,2542.251,0.3812
3060,0.85,0,Normal,False,65.0,41.357,64.78015238285529,42.291689030586376,46.47188496494303,37.63128982945392,979.24,2360.953,0.4148
3090,0.8583,0,Normal,False,65.0,41.357,62.62277751289646,42.44858586194183,44.7966464313381,33.16349339030041,952.942,2336.351,0.4079
3120,0.8667,0,Normal,False,65.0,41.357,63.05636440399499,38.394512439601165,51.418539814363264,39.52097157588597,976.066,2255.803,0.4327
3150,0.875,0,Normal,False,65.0,41.357,60.5091640741685,40.327771153910994,53.64299635729387,38.917717644553704,965.54,2463.259,0.392
3180,0.8833,0,Normal,False,65.0,41.357,62.25963610937454,42.66625186650662,47.572223418235254,36.40113030686008,1057.122,2350.509,0.4497
3210,0.8917,0,Normal,False,65.0,41.357,56.577157086773234,42.1628555906125,52.979205400361515,39.55559423491479,1014.689,2649.427,0.383
3240,0.9,0,Normal,False,65.0,41.357,62.52079152231971,45.63375249649112,46.502628697329015,38.699405023953894,1000.419,2584.555,0.3871
3270,0.9083,0,Normal,False,65.0,41.357,67.25178454646276,42.020545852065815,45.828485736603945,31.306345265557106,1003.394,2376.507,0.4222
3300,0.9167,0,Normal,False,65.0,41.357,66.12602534067328,39.89875472793093,49.26446721822067,39.720562243304364,1016.655,2485.234,0.4091
3330,0.925,0,Normal,False,65.0,41.357,64.55943559241952,42.27065900501605,41.141474214797,38.5755116971023,987.214,2410.986,0.4095
3360,0.9333,0,Normal,False,65.0,41.357,61.532854735862784,42.69741188539806,52.29606421029607,37.738308466295884,1007.717,2799.571,0.36
3390,0.9417,0,Normal,False,65.0,41.357,60.450613995062604,43.752244656829355,47.935957334468114,36.40032179432048,978.392,2514.618,0.3891
3420,0.95,0,Normal,False,65.0,41.357,68.99954255572803,40.101120857188505,49.062120427989136,34.39824497685486,956.021,2553.195,0.3744
3450,0.9583,0,Normal,False,65.0,41.357,69.2930254015702,42.39319304683041,47.58282641608043,36.447539810133975,1038.438,2575.494,0.4032
3480,0.9667,0,Normal,False,65.0,41.357,61.81519974215398,42.7215938959798,51.65030575277297,37.46643727173287,1016.245,2390.286,0.4252
3510,0.975,0,Normal,False,65.0,41.357,61.96200833121146,46.31372711031261,51.24986414688036,38.97614858123418,1054.296,2421.991,0.4353
3540,0.9833,0,Normal,False,65.0,41.357,66.56119065176755,41.455718480628946,48.848194749921454,34.33404428328845,1061.218,2414.48,0.4395
3570,0.9917,0,Normal,False,65.0,41.357,69.96117385926841,40.05822871845352,51.44376441552163,32.645572348312214,985.966,2374.768,0.4152
3600,1.0,0,Normal,False,65.0,41.357,67.07354128441814,40.067172328456046,47.563013052485765,39.483736206921044,1041.111,2556.682,0.4072
3630,1.0083,0,Normal,False,65.0,41.357,59.95585283129948,44.77803987663215,51.86430038171137,37.31521279606305,974.289,2691.306,0.362
3660,1.0167,0,Normal,False,65.0,41.357,66.70775006183052,40.94691417194186,50.867620066392526,34.6750609995588,911.216,2580.857,0.3531
3690,1.025,0,Normal,False,65.0,41.357,71.78142228470423,41.1012646035928,48.13754768049438,36.696801354878986,938.978,2382.451,0.3941
3720,1.0333,0,Normal,False,65.0,41.357,65.98707605003177,40.06406030799494,49.40068335822326,33.72880903200162,1095.094,2627.652,0.4168
3750,1.0417,0,Normal,False,65.0,41.357,58.414246386882255,38.893028888065885,48.33784446421709,38.65445636120158,1055.499,2266.094,0.4658
3780,1.05,0,Normal,False,65.0,41.357,63.481265500314066,41.36764764174369,49.50261706382559,30.11692435616815,972.763,2551.813,0.3812
3810,1.0583,0,Normal,False,65.0,41.357,63.776193048667565,40.82843815375063,46.79049371191402,36.29973529722031,1030.816,2660.336,0.3875
3840,1.0667,0,Normal,False,65.0,41.357,70.15263789746075,41.793380020427236,47.02787910944172,36.01253966479002,1001.742,2463.213,0.4067
3870,1.075,0,Normal,False,65.0,41.357,63.90491948353314,41.581954868525564,52.0303544312067,42.13460203869695,923.675,2509.655,0.368
3900,1.0833,0,Normal,False,65.0,41.357,71.4851106952575,41.65299988794602,50.364187408607954,40.52375908811269,1058.447,2729.02,0.3878
3930,1.0917,0,Normal,False,65.0,41.357,63.16034854649731,41.228449240717445,41.845750020246626,38.202688088606735,1074.237,2606.879,0.4121
3960,1.1,0,Normal,False,65.0,41.357,68.11865000352634,42.38050415151146,53.60071824244057,39.92731687666701,1004.776,2573.613,0.3904
3990,1.1083,0,Normal,False,65.0,41.357,64.05397314627164,44.03722877455268,48.316521620241396,30.552909852611556,930.293,2591.755,0.3589
4020,1.1167,0,Normal,False,65.0,41.357,60.62446223666584,39.83422167592659,51.498630886423825,42.666854966047936,976.966,2309.229,0.4231
4050,1.125,0,Normal,False,65.0,41.357,66.22662925145659,45.0942280305031,52.08566842012499,36.050232328438284,985.695,2591.349,0.3804
4080,1.1333,0,Normal,False,65.0,41.357,71.19173422303558,44.432822253819246,52.89552594550664,38.380299976027196,981.242,2575.171,0.381
4110,1.1417,0,Normal,False,65.0,41.357,62.9638364893454,38.31352571098119,49.89600586906957,35.85568572852905,1002.184,2365.277,0.4237
4140,1.15,0,Normal,False,65.0,41.357,68.90840823220803,40.804052070664845,51.18353639175757,38.87229871554346,932.614,2542.238,0.3668
4170,1.1583,0,Normal,False,65.0,41.357,63.780661581111005,37.922197068026236,48.37010259116601,36.05887608360134,1082.768,2584.509,0.4189
4200,1.1667,0,Normal,False,65.0,41.357,63.94478338946946,40.68070900812392,50.42937888689572,40.21923196214865,1021.503,2436.905,0.4192
4230,1.175,0,Normal,False,65.0,41.357,64.32127986925437,40.82234598917946,48.57385820846056,38.996647967965316,1025.012,2391.97,0.4285
4260,1.1833,0,Normal,False,65.0,41.357,65.6737063546779,39.32280616048828,46.49374047785628,39.27165460569711,983.767,2496.798,0.394
4290,1.1917,0,Normal,False,65.0,41.357,63.606012391203336,42.42910564303496,52.22522936938575,38.80123621331677,1082.477,2257.167,0.4796
4320,1.2,0,Normal,False,65.0,41.357,61.20863580056166,40.00597238592138,49.81062514448222,35.85937029941454,1048.042,2443.775,0.4289
4350,1.2083,0,Normal,False,65.0,41.357,65.22843051602652,43.886075867425035,49.56996925918805,37.646577477638,940.626,2244.493,0.4191
4380,1.2167,0,Normal,False,65.0,41.357,64.19855556570218,40.885898444060075,51.101596873588086,41.84960156558794,1053.836,2477.774,0.4253
4410,1.225,0,Normal,False,65.0,41.357,65.62351604233582,40.41244032817203,56.32456529980281,33.501290571200556,1078.456,2718.804,0.3967
4440,1.2333,0,Normal,False,65.0,41.357,63.88336983561063,43.68418379349838,54.57480217961182,35.70816786607321,1002.17,2484.425,0.4034
4470,1.2417,0,Normal,False,65.0,41.357,65.10349223146908,37.29326584799333,47.36869213553656,37.16267235620677,1040.775,2432.783,0.4278
4500,1.25,0,Normal,False,65.0,41.357,60.48397651846763,40.97094279495666,47.96497725641639,41.26724288812535,1091.738,2499.064,0.4369
4530,1.2583,0,Normal,False,65.0,41.357,63.0945745781474,39.92610709191432,47.939714929559706,37.14027607155845,966.028,2611.582,0.3699
4560,1.2667,0,Normal,False,65.0,41.357,61.471745115601806,40.46724601974204,48.20383275180687,38.58382804358569,1004.704,2321.478,0.4328
4590,1.275,0,Normal,False,65.0,41.357,72.39837548762456,39.672591680206615,47.85130247116133,38.53716200993549,962.891,2394.731,0.4021
4620,1.2833,0,Normal,False,65.0,41.357,62.82076835706884,39.12423743560198,49.3192466639755,38.166303341517136,980.528,2531.523,0.3873
4650,1.2917,0,Normal,False,65.0,41.357,64.77861203119923,43.65844710540422,50.99830951893311,38.083324141257705,1100.45,2352.402,0.4678
4680,1.3,0,Normal,False,65.0,41.357,61.190525861144806,38.737916891981634,52.92207718974506,34.54294143649912,947.948,2583.066,0.367
4710,1.3083,0,Normal,False,65.0,41.357,62.15787616351875,40.38119367877307,48.93812161522507,33.76496029043178,968.205,2543.017,0.3807
4740,1.3167,0,Normal,False,65.0,41.357,69.8283390228655,40.90348182173503,49.56347315975007,36.83356979832135,1007.212,2515.125,0.4005
4770,1.325,0,Normal,False,65.0,41.357,66.56086554539023,43.69366804228806,49.736416695140626,36.285445198104384,977.224,2406.544,0.4061
4800,1.3333,0,Normal,False,65.0,41.357,61.31084741719858,45.95562541492991,49.61794533509568,38.01459385067237,938.936,2403.127,0.3907
4830,1.3417,0,Normal,False,65.0,41.357,65.6824686257996,41.290363926829976,53.859575086400966,38.96348644597267,1014.014,2586.611,0.392
4860,1.35,0,Normal,False,65.0,41.357,64.76097004495372,45.11045836955783,52.57066662072718,37.24727658656969,1070.592,2621.198,0.4084
4890,1.3583,0,Normal,False,65.0,41.357,67.20482508445255,44.73706818954777,57.276984406513215,34.638531550102094,1101.34,2491.403,0.4421
4920,1.3667,0,Normal,False,65.0,41.357,65.73927951479497,44.203001068008604,48.70991271933406,35.904297439467456,998.116,2613.942,0.3818
4950,1.375,0,Normal,False,65.0,41.357,68.59979676292603,40.59848511041622,43.9585549884462,33.39663503135213,1013.317,2732.595,0.3708
4980,1.3833,0,Normal,False,65.0,41.357,67.96932178022632,43.0086841304835,48.864501984189346,37.99660524768349,1005.32,2500.519,0.402
5010,1.3917,0,Normal,False,65.0,41.357,66.89553764004515,41.77501003231936,47.08477780617142,37.637342069937546,956.749,2543.355,0.3762
5040,1.4,0,Normal,False,65.0,41.357,67.65778718092415,38.09296001729885,47.03522802039021,38.079381201820794,885.342,2529.277,0.35
5070,1.4083,0,Normal,False,65.0,41.357,61.46503768988353,39.59190138653402,53.09080907631391,36.63056036382657,982.013,2502.884,0.3924
5100,1.4167,0,Normal,False,65.0,41.357,60.58789334541172,42.35347819454738,49.20146544922191,36.78256153682863,962.14,2343.979,0.4105
5130,1.425,0,Normal,False,65.0,41.357,67.31160808235869,36.99737807816845,52.373388413116174,36.317647634423395,997.975,2502.059,0.3989
5160,1.4333,0,Normal,False,65.0,41.357,68.48392452739448,40.802980949648344,47.02371286324774,35.79025666074213,998.079,2522.976,0.3956
5190,1.4417,0,Normal,False,65.0,41.357,62.150037921377276,40.7997639525213,49.89852724635566,35.95751302191989,927.292,2442.094,0.3797
5220,1.45,0,Normal,False,65.0,41.357,67.07094352117429,42.225738332287065,51.91818667803024,39.69228333515598,1038.76,2501.05,0.4153
5250,1.4583,0,Normal,False,65.0,41.357,64.37070124211841,43.39527109009021,50.18957327278385,31.733583019209902,982.177,2389.727,0.411
5280,1.4667,0,Normal,False,65.0,41.357,67.188138983886,42.762470575183876,50.19819202684742,34.81973623874761,937.98,2434.026,0.3854
5310,1.475,0,Normal,False,65.0,41.357,64.53310528984608,42.03993702111006,50.50773981718071,36.70587289608494,1027.325,2478.414,0.4145
5340,1.4833,0,Normal,False,65.0,41.357,62.67377474874321,38.987605761055704,51.570357178863816,42.47022662669394,947.044,2518.865,0.376
5370,1.4917,0,Normal,False,65.0,41.357,61.482800284072646,41.11483654153092,52.80717753159305,38.70503423641694,998.644,2446.631,0.4082
5400,1.5,0,Normal,False,65.0,41.357,65.56329189515945,42.17080951866477,51.719618684957915,39.31813472096762,1041.367,2572.803,0.4048
5430,1.5083,0,Normal,False,65.0,41.357,63.35450278919623,40.60526070200515,55.128676479695585,36.7966241785725,853.589,2485.631,0.3434
5460,1.5167,0,Normal,False,65.0,41.357,62.30030820289767,39.17902766057545,48.36373101514018,36.66312250194264,1019.275,2589.247,0.3937
5490,1.525,0,Normal,False,65.0,41.357,66.39662216290927,43.265521250831746,48.86910203896429,40.52763416483065,1017.57,2598.404,0.3916
5520,1.5333,0,Normal,False,65.0,41.357,65.08811421166396,42.52265619376697,53.23365286007616,32.41758324370913,911.29,2547.538,0.3577
5550,1.5417,0,Normal,False,65.0,41.357,69.07752898301081,41.27494617873053,49.790381410038485,37.31522210901034,1075.094,2728.687,0.394
5580,1.55,0,Normal,False,65.0,41.357,65.76719132090399,40.51912388746064,51.140413609235644,37.27250711295329,973.295,2455.207,0.3964
5610,1.5583,0,Normal,False,65.0,41.357,65.56160038558501,43.40005573575723,49.104511436491045,33.93096791992404,949.655,2693.543,0.3526
5640,1.5667,0,Normal,False,65.0,41.357,70.18663906748772,37.06434273713541,50.38781633550338,31.772837860764433,914.426,2532.464,0.3611
5670,1.575,0,Normal,False,65.0,41.357,64.39906831093222,40.1307407751933,46.1384181644387,39.48174327525335,1051.028,2507.038,0.4192
5700,1.5833,0,Normal,False,65.0,41.357,60.863589723052485,42.275716515194674,48.970798003400624,38.40433094012206,1012.249,2476.361,0.4088
5730,1.5917,0,Normal,False,65.0,41.357,67.2707687153629,42.010444175170555,48.13229914931559,39.71608199169038,1000.266,2617.904,0.3821
5760,1.6,0,Normal,False,65.0,41.357,60.36041997503658,41.18762485161472,47.544340847143445,37.487414312001036,1011.017,2399.082,0.4214
5790,1.6083,0,Normal,False,65.0,41.357,68.26487757757482,41.67553217215766,47.16788100513403,36.942147503956974,961.481,2492.363,0.3858
5820,1.6167,0,Normal,False,65.0,41.357,67.89050014324957,44.75968747897557,48.68538991622038,34.82401884221929,977.196,2307.234,0.4235
5850,1.625,0,Normal,False,65.0,41.357,70.23117519585013,38.935135841217104,46.819711577676394,37.87814603467254,1004.49,2411.088,0.4166
5880,1.6333,0,Normal,False,65.0,41.357,66.88785055144378,41.015214846484184,48.87091712665159,36.87537861073656,971.503,2611.421,0.372
