Time_Sec,Hour,Stress_Level,Scenario,Is_Noisy,HR_Target,SDNN_Target,HR_Extracted,SDNN_Extracted,RMSSD,pNN50,LF,HF,LF_HF_Ratio
1200,0.3333,1,Chronic_Stress,True,68.25,37.2213,80.71665319270888,34.66545617828815,32.434132516816675,34.633409823764566,1294.032,2335.251,0.5541
1230,0.3417,1,Chronic_Stress,True,68.25,37.2213,68.44972065699689,40.23577746350063,44.1069943991908,35.1994168757433,1679.362,1976.529,0.8497
1260,0.35,1,Chronic_Stress,True,68.25,37.2213,66.33620262168273,39.62129684019985,53.15254612923103,29.422580840803732,1525.861,1931.814,0.7899
1290,0.3583,1,Chronic_Stress,True,68.25,37.2213,62.50770860207373,33.04970850764237,37.74325248826062,28.21223945245625,1273.831,1847.973,0.6893
1320,0.3667,1,Chronic_Stress,True,68.25,37.2213,78.89714326764629,37.41310029362946,40.27086996664062,26.82202396848977,1664.238,1676.356,0.9928
1350,0.375,1,Chronic_Stress,True,68.25,37.2213,75.98712266350994,38.82353118128985,47.54293626002458,30.806199618051608,1602.407,1945.316,0.8237
1380,0.3833,1,Chronic_Stress,True,68.25,37.2213,64.9628166078295,31.677197029805505,32.65009859940123,36.5524794903576,1389.484,2005.863,0.6927
1410,0.3917,1,Chronic_Stress,True,68.25,37.2213,68.09350871435933,32.83641192753453,46.335387123030635,25.725768792301416,1371.623,1848.597,0.742
1440,0.4,1,Chronic_Stress,True,68.25,37.2213,68.17794634148692,42.03124785948926,41.63528808531687,32.53208741882377,1571.986,2213.177,0.7103
1470,0.4083,1,Chronic_Stress,True,68.25,37.2213,64.72404610503034,41.9744687236761,38.85864672777161,32.10156626397016,1473.482,1907.815,0.7723
1500,0.4167,1,Chronic_Stress,True,68.25,37.2213,66.9103270240941,40.36407409986814,34.261838674695376,36.13009023723108,1524.2,2236.263,0.6816
1530,0.425,1,Chronic_Stress,True,68.25,37.2213,74.95344340189915,34.13012182233292,38.40824616204769,28.881114013734795,1686.557,1859.631,0.9069
1560,0.4333,1,Chronic_Stress,True,68.25,37.2213,78.98853959712699,38.46506045690342,40.95900523922319,32.947708781904446,1664.17,1673.172,0.9946
1590,0.4417,1,Chronic_Stress,True,68.25,37.2213,61.6445835576311,35.30837228101876,46.294867084386006,34.78011846498552,1123.8,2238.78,0.502
1620,0.45,1,Chronic_Stress,True,68.25,37.2213,72.38565507414982,43.932606045312134,50.186870358301746,24.40859140544412,1557.486,1906.39,0.817
1650,0.4583,1,Chronic_Stress,True,68.25,37.2213,73.41552275392236,31.943034827581418,45.417723613245506,27.34362592506532,1357.094,2128.835,0.6375
1680,0.4667,1,Chronic_Stress,True,68.25,37.2213,54.100911693076036,39.012490234752605,43.90264399055524,34.205260887908075,1641.96,2031.557,0.8082
1710,0.475,1,Chronic_Stress,True,68.25,37.2213,70.36709822586431,34.615363231886825,46.80204772022053,27.46926104025224,1493.745,1904.228,0.7844
1740,0.4833,1,Chronic_Stress,True,68.25,37.2213,79.75972113523632,39.23045163465381,32.684746464646665,20.19878697311158,1364.92,2263.782,0.6029
1770,0.4917,1,Chronic_Stress,True,68.25,37.2213,61.88512623657305,35.634604663004716,44.7861015913989,34.668466485961396,1457.053,1926.485,0.7563
1800,0.5,1,Chronic_Stress,True,68.25,37.2213,75.05164939230971,35.13159697639516,25.656564927419033,28.58832981522758,1646.463,1670.574,0.9856
1830,0.5083,1,Chronic_Stress,True,68.25,37.2213,76.97192947622737,36.33444089438972,38.90024878899865,28.824445207799787,1752.143,1820.195,0.9626
1860,0.5167,1,Chronic_Stress,True,68.25,37.2213,69.74261234822877,41.80869898792865,41.54127759447347,36.013833761065335,1729.179,1712.709,1.0096
1890,0.525,1,Chronic_Stress,True,68.25,37.2213,72.41059169207914,38.237594726702646,38.689665348875955,34.86071868804946,1506.876,1733.537,0.8692
1920,0.5333,1,Chronic_Stress,True,68.25,37.2213,68.66998293059063,32.61598627564044,43.99684172561345,26.648623020969676,1705.991,1632.354,1.0451
1950,0.5417,1,Chronic_Stress,True,68.25,37.2213,69.25998775238787,41.01492330915731,43.73445758947705,39.05545471177288,1413.616,2140.203,0.6605
1980,0.55,1,Chronic_Stress,True,68.25,37.2213,57.77439422188853,29.502604958365232,39.83830849397457,43.867230469638585,1710.899,1724.834,0.9919
2010,0.5583,1,Chronic_Stress,True,68.25,37.2213,50.49361234817254,41.86593670413755,41.075239235472324,31.471166901026695,1505.759,2369.589,0.6355
2040,0.5667,1,Chronic_Stress,True,68.25,37.2213,69.61383524277224,41.66501336828567,40.08588106671695,29.02926869558495,1531.71,1949.157,0.7858
2070,0.575,1,Chronic_Stress,True,68.25,37.2213,68.28130562815146,28.272483447571698,38.549798575993805,29.905386421456534,1359.163,2304.073,0.5899
2100,0.5833,1,Chronic_Stress,True,68.25,37.2213,71.50345412485302,31.313998277065444,33.21323863198283,35.327353100881076,1347.729,2023.476,0.666
2130,0.5917,1,Chronic_Stress,True,68.25,37.2213,66.29930210668206,44.346558924110894,35.19601953325902,29.73985766458169,1692.992,2408.524,0.7029
2160,0.6,1,Chronic_Stress,True,68.25,37.2213,67.90859420990562,44.81967509731597,45.049550550800234,33.74226634715764,1839.341,1822.81,1.0091
2190,0.6083,1,Chronic_Stress,True,68.25,37.2213,62.52558830917795,31.266222675230228,49.63930053815835,31.091717805864917,1645.257,1913.944,0.8596
2220,0.6167,1,Chronic_Stress,True,68.25,37.2213,67.74284543532181,40.323269668261425,40.90811390431051,36.27793958178916,1822.581,2209.646,0.8248
2250,0.625,1,Chronic_Stress,True,68.25,37.2213,76.33383389179798,46.08606915065592,37.914368910606235,25.649024106876624,1493.716,2135.561,0.6994
2280,0.6333,1,Chronic_Stress,True,68.25,37.2213,69.87938754093732,36.94754144305811,44.28682610662724,23.739467149002905,1452.147,2048.641,0.7088
2310,0.6417,1,Chronic_Stress,True,68.25,37.2213,83.82968239780223,28.631117538773,39.613692756238635,29.63632767407432,1851.108,2148.869,0.8614
2340,0.65,1,Chronic_Stress,True,68.25,37.2213,76.03327771095034,39.27190355759582,29.410139764732698,35.481373864114,1530.57,2064.805,0.7413
2370,0.6583,1,Chronic_Stress,True,68.25,37.2213,86.35262925542936,35.9884678749821,34.919721287426285,20.670269721835652,1344.202,2225.961,0.6039
2400,0.6667,1,Chronic_Stress,True,68.25,37.2213,64.65378789166874,37.844189998507936,33.79382835775901,30.406289307743922,1387.005,1871.975,0.7409
2430,0.675,1,Chronic_Stress,True,68.25,37.2213,59.67435802223807,32.98547051887236,43.95336746594671,32.68320769492366,1295.187,2049.863,0.6318
2460,0.6833,1,Chronic_Stress,True,68.25,37.2213,67.46538088949957,36.36106355835284,48.068280857621396,30.363610695403985,1791.666,1935.901,0.9255
2490,0.6917,1,Chronic_Stress,True,68.25,37.2213,59.355610867817546,43.962697931065776,40.08738344974164,28.666392439609265,1906.007,2329.154,0.8183
2520,0.7,1,Chronic_Stress,True,68.25,37.2213,67.4636945503316,37.5227370597246,33.29081226193356,35.43058785731166,1548.864,2404.826,0.6441
2550,0.7083,1,Chronic_Stress,True,68.25,37.2213,70.65742115082341,38.72352801918305,41.36872527377557,31.329213799809686,1565.014,2059.711,0.7598
2580,0.7167,1,Chronic_Stress,True,68.25,37.2213,62.158283402355025,30.24162530655231,37.911832380750184,35.04410658267236,1200.637,1990.344,0.6032
2610,0.725,1,Chronic_Stress,True,68.25,37.2213,75.52268589439191,41.700243196462885,50.531730965000236,28.396984554497777,1549.536,1980.238,0.7825
2640,0.7333,1,Chronic_Stress,True,68.25,37.2213,60.20263805701922,35.83822474078471,37.98612192871281,28.819075173680844,1606.556,2211.772,0.7264
2670,0.7417,1,Chronic_Stress,True,68.25,37.2213,53.50554557102779,42.25597385699272,44.56856967665922,36.41461161175865,1524.462,2365.37,0.6445
2700,0.75,1,Chronic_Stress,True,68.25,37.2213,70.83252189923745,31.550446802782194,37.85140466971144,33.87626080496915,1599.008,2108.867,0.7582
2730,0.7583,1,Chronic_Stress,True,68.25,37.2213,70.0664461260525,33.096160419308134,31.51849571667126,22.817676694312503,1347.238,1647.71,0.8176
2760,0.7667,1,Chronic_Stress,True,68.25,37.2213,78.98859815161072,36.177126916545994,43.031409425814516,31.275997538116727,1107.15,2234.316,0.4955
2790,0.775,1,Chronic_Stress,True,68.25,37.2213,76.30068517648462,30.34942916392267,44.90881564330059,41.96886918527135,975.67,2488.055,0.3921
2820,0.7833,1,Chronic_Stress,True,68.25,37.2213,67.98864638144626,44.087213086254216,37.15922360212927,35.08974949989905,1356.688,2045.401,0.6633
2850,0.7917,1,Chronic_Stress,True,68.25,37.2213,79.8261542817488,30.062796113109506,46.04513295624558,26.45938886500936,1492.208,1837.184,0.8122
2880,0.8,1,Chronic_Stress,True,68.25,37.2213,76.40162952369408,32.953389425226064,33.72062043469216,36.18183259708254,1533.693,1892.587,0.8104
2910,0.8083,1,Chronic_Stress,True,68.25,37.2213,78.39464273392451,45.66075756840082,32.00984413450024,24.994031974169218,1475.479,1878.523,0.7854
2940,0.8167,1,Chronic_Stress,True,68.25,37.2213,77.39478567641873,37.13615196049555,45.791770484996654,28.599554455899632,1490.578,2124.041,0.7018
2970,0.825,1,Chronic_Stress,True,68.25,37.2213,63.84658482997907,40.30913976714879,40.15433279682265,31.894201604058935,1640.324,2019.957,0.8121
3000,0.8333,1,Chronic_Stress,True,68.25,37.2213,67.54463529364747,44.70864718747154,43.547753311603216,37.41311960529617,1703.513,1928.86,0.8832
3030,0.8417,1,Chronic_Stress,True,68.25,37.2213,50.55559458579818,29.431425284522376,33.22053248512166,33.79722402403042,1422.579,2029.901,0.7008
3060,0.85,1,Chronic_Stress,True,68.25,37.2213,80.47842466669684,33.477473586741176,41.858251657697785,37.30143928624771,1479.996,1961.51,0.7545
3090,0.8583,1,Chronic_Stress,True,68.25,37.2213,68.04703024436148,36.55023806113245,47.92086127659801,32.7505082061595,1405.105,1896.561,0.7409
3120,0.8667,1,Chronic_Stress,True,68.25,37.2213,67.34467297068905,30.576172989304094,42.96243010634136,34.58287696821545,1641.982,2027.61,0.8098
3150,0.875,1,Chronic_Stress,True,68.25,37.2213,77.95268142244869,40.91671554889774,33.67269633132094,23.837348663521045,1782.882,2048.873,0.8702
3180,0.8833,1,Chronic_Stress,True,68.25,37.2213,76.09021692454795,34.57826508621003,49.716190925037125,22.83078070965151,1452.77,2283.726,0.6361
3210,0.8917,1,Chronic_Stress,True,68.25,37.2213,58.45893650555106,37.38684870191432,47.18857239694476,40.482611989599185,1622.104,1606.691,1.0096
3240,0.9,1,Chronic_Stress,True,68.25,37.2213,63.30705108499128,42.25028272332211,43.2337738438654,33.1942289130689,1524.643,2156.246,0.7071
3270,0.9083,1,Chronic_Stress,True,68.25,37.2213,81.49614497702991,36.38547822535375,40.2135104029979,30.04357009064039,1344.663,1956.238,0.6874
3300,0.9167,1,Chronic_Stress,True,68.25,37.2213,59.2894310853755,39.43166657195365,36.72312699363276,25.967525212807825,1496.547,1902.078,0.7868
3330,0.925,1,Chronic_Stress,True,68.25,37.2213,65.73232486244237,46.22397611957771,41.63519999968092,21.508884369002864,1434.148,2199.257,0.6521
3360,0.9333,1,Chronic_Stress,True,68.25,37.2213,66.94848603985369,39.17937743816629,37.46326957590995,31.128235267459033,1435.001,1922.075,0.7466
3390,0.9417,1,Chronic_Stress,True,68.25,37.2213,70.95503380708729,38.016677285093174,45.378832292790385,30.82129534150281,1515.336,2382.708,0.636
3420,0.95,1,Chronic_Stress,True,68.25,37.2213,80.63025686497781,35.97018388363111,36.880402752237444,31.30037179746691,1552.452,2166.127,0.7167
3450,0.9583,1,Chronic_Stress,True,68.25,37.2213,71.8091478078738,39.07760736464747,42.22454984429811,30.68935469629246,1631.681,2111.616,0.7727
3480,0.9667,1,Chronic_Stress,True,68.25,37.2213,68.1088127270539,39.90705388627036,40.847571730529104,32.148266113918815,1624.197,2074.021,0.7831
3510,0.975,1,Chronic_Stress,True,68.25,37.2213,52.916989984721255,45.88950212424263,40.33876828633173,41.332969746727315,1705.679,1991.143,0.8566
3540,0.9833,1,Chronic_Stress,True,68.25,37.2213,75.21367264553795,36.59116395011039,36.01584741419428,34.90019670482447,1554.408,2159.401,0.7198
3570,0.9917,1,Chronic_Stress,True,68.25,37.2213,76.88778225184642,41.649180933805695,40.15807950429463,18.42148118117945,1730.483,1829.801,0.9457
3600,1.0,1,Chronic_Stress,True,68.25,37.2213,75.3667808650977,35.193090833131784,46.79574417702744,34.380639281130634,1632.497,1814.236,0.8998
3630,1.0083,1,Chronic_Stress,True,68.25,37.2213,76.738230800177,35.2608219143833,45.455477313708634,27.001173002052298,1288.775,2018.931,0.6383
3660,1.0167,1,Chronic_Stress,True,68.25,37.2213,55.46882016704337,35.51048065946978,35.91520356410048,29.516823165071308,1587.215,1833.108,0.8659
3690,1.025,1,Chronic_Stress,True,68.25,37.2213,70.83204067337417,32.84174953317529,39.59072997464811,30.68790686833941,1218.542,2227.475,0.5471
3720,1.0333,1,Chronic_Stress,True,68.25,37.2213,60.50847729841003,34.196789271195335,44.53251236305324,31.465958404999107,1777.295,2581.094,0.6886
3750,1.0417,1,Chronic_Stress,True,68.25,37.2213,65.14207436059142,36.043274238911124,40.857520836222044,37.81457842790409,1485.403,2201.779,0.6746
3780,1.05,1,Chronic_Stress,True,68.25,37.2213,70.94476487833072,33.32612633413443,34.59915056463399,30.04337639033816,1367.098,2346.299,0.5827
3810,1.0583,1,Chronic_Stress,True,68.25,37.2213,65.41495707217527,36.23638538624266,34.79230901051536,28.232417751974292,1528.917,2132.147,0.7171
3840,1.0667,1,Chronic_Stress,True,68.25,37.2213,68.95135613503103,33.10753262531751,40.99538682708414,18.806548832195382,1519.66,1979.375,0.7677
3870,1.075,1,Chronic_Stress,True,68.25,37.2213,71.67211650807913,40.75539169736238,47.425526952333605,41.33993498719757,1360.897,2055.516,0.6621
3900,1.0833,1,Chronic_Stress,True,68.25,37.2213,79.6108002344434,39.54536132426687,38.364633338721674,26.79477323671694,1498.725,1690.185,0.8867
3930,1.0917,1,Chronic_Stress,True,68.25,37.2213,90.7767539171014,39.48976612277921,42.95165472940506,26.98261171115769,1653.424,1849.639,0.8939
3960,1.1,1,Chronic_Stress,True,68.25,37.2213,72.96854353931867,43.96104740177258,40.783312208810635,41.201955449872344,1503.951,1474.429,1.02
3990,1.1083,1,Chronic_Stress,True,68.25,37.2213,87.69838951970591,40.87531888635237,41.812229581561596,32.72024199931391,1891.834,2240.219,0.8445
4020,1.1167,1,Chronic_Stress,True,68.25,37.2213,63.49186570679568,43.61401111969358,38.395363681779,35.628101359127015,1481.131,2003.141,0.7394
4050,1.125,1,Chronic_Stress,True,68.25,37.2213,71.27820094543269,46.954797425548556,36.63873215631328,30.940126246149855,1203.244,2275.849,0.5287
4080,1.1333,1,Chronic_Stress,True,68.25,37.2213,82.64063779563496,34.02653184534128,41.520645118468984,37.73618452677922,1286.556,1837.485,0.7002
4110,1.1417,1,Chronic_Stress,True,68.25,37.2213,54.45945268026519,29.76152305021645,40.559796182652285,25.473440186425037,1677.277,1906.733,0.8797
4140,1.15,1,Chronic_Stress,True,68.25,37.2213,63.995118467547044,38.94303365527834,42.35125047538426,29.848387532316856,1276.538,2041.205,0.6254
4170,1.1583,1,Chronic_Stress,True,68.25,37.2213,76.68293823957106,33.94447432509719,43.461124947049484,38.747743707904824,1695.868,1919.988,0.8833
4200,1.1667,1,Chronic_Stress,True,68.25,37.2213,70.79430398863522,38.18164464017174,35.319760641045455,23.447391454146427,1237.648,2273.883,0.5443
4230,1.175,1,Chronic_Stress,True,68.25,37.2213,61.52178768405991,28.778158915780388,33.33496629199605,29.07863244992494,1300.284,2488.786,0.5225
4260,1.1833,1,Chronic_Stress,True,68.25,37.2213,64.11299841107633,35.5888901527256,42.13064309478315,28.96129638939711,1397.374,1892.14,0.7385
4290,1.1917,1,Chronic_Stress,True,68.25,37.2213,60.553724191575384,39.627986097511396,38.328197437814765,25.19635238231312,1210.952,1593.763,0.7598
4320,1.2,1,Chronic_Stress,True,68.25,37.2213,67.49305078741494,30.916045480265435,37.64498244403184,35.749206847673676,1522.378,1926.718,0.7901
4350,1.2083,1,Chronic_Stress,True,68.25,37.2213,62.691222513246935,42.85579813760736,36.07803313162371,34.572108784309876,1224.872,2182.493,0.5612
4380,1.2167,1,Chronic_Stress,True,68.25,37.2213,71.11095072382665,41.38759881839101,34.80349345141588,33.63733769086369,1499.032,2109.042,0.7108
4410,1.225,1,Chronic_Stress,True,68.25,37.2213,75.52047135996513,35.218402689299594,36.8728111927991,29.560663934274007,1787.745,1664.824,1.0738
4440,1.2333,1,Chronic_Stress,True,68.25,37.2213,57.66125134970165,36.641221452964984,42.31737194977977,33.555949665789555,1377.054,1676.692,0.8213
4470,1.2417,1,Chronic_Stress,True,68.25,37.2213,50.82623762094787,37.976499576377456,41.0303205520155,32.566546176082774,1640.212,1970.596,0.8323
4500,1.25,1,Chronic_Stress,True,68.25,37.2213,80.18593925115199,40.07207223166775,50.12220741649899,30.680230660682586,1509.707,1597.753,0.9449
4530,1.2583,1,Chronic_Stress,True,68.25,37.2213,83.63658333862192,31.125092077264316,41.7450253418267,25.517474552014,1739.41,2094.771,0.8304
4560,1.2667,1,Chronic_Stress,True,68.25,37.2213,71.48813250864872,43.11018885848439,35.95900035339333,36.07643952346685,1439.757,2046.155,0.7036
4590,1.275,1,Chronic_Stress,True,68.25,37.2213,85.65099343900592,33.79100703128395,36.45939099509768,34.13334844153223,1586.019,1876.318,0.8453
4620,1.2833,1,Chronic_Stress,True,68.25,37.2213,61.36853832729307,32.732135912021256,39.42186761535636,35.42793866761575,1905.279,2017.062,0.9446
4650,1.2917,1,Chronic_Stress,True,68.25,37.2213,73.85135085403412,39.98244551192822,35.54867955540548,20.35621679257241,1392.653,1888.932,0.7373
4680,1.3,1,Chronic_Stress,True,68.25,37.2213,75.84849686225768,43.608053937611395,45.9641089442203,28.592079238591282,1819.671,1881.356,0.9672
4710,1.3083,1,Chronic_Stress,True,68.25,37.2213,84.78945917500458,36.788917652224114,39.092222841007136,29.00571531010267,1620.844,1715.684,0.9447
4740,1.3167,1,Chronic_Stress,True,68.25,37.2213,75.82299908944951,38.907579087869564,38.11386068009127,30.679445779344356,1579.779,2681.651,0.5891
4770,1.325,1,Chronic_Stress,True,68.25,37.2213,51.80820602395433,32.61855854810896,39.620366137768364,28.551750936430462,1633.083,2711.394,0.6023
4800,1.3333,1,Chronic_Stress,True,68.25,37.2213,74.31943321954472,34.621642429350366,43.23865210543514,32.28306939732369,1532.503,1529.064,1.0022
4830,1.3417,1,Chronic_Stress,True,68.25,37.2213,68.55173181405145,35.2898021470665,41.06169117826539,27.556281853827144,1287.174,2213.481,0.5815
4860,1.35,1,Chronic_Stress,True,68.25,37.2213,73.66477520643544,32.37098551526829,43.65875786191387,23.511413134616262,1656.584,1679.44,0.9864
4890,1.3583,1,Chronic_Stress,True,68.25,37.2213,61.094186573356616,38.891026272934646,37.13595366129924,29.39073215368548,1659.824,2039.88,0.8137
4920,1.3667,1,Chronic_Stress,True,68.25,37.2213,67.38149345752855,37.71971913333593,40.57285197856211,26.649254699486466,1605.914,1627.619,0.9867
4950,1.375,1,Chronic_Stress,True,68.25,37.2213,77.49551151685672,39.26556095427233,48.32839510364576,34.91168710152538,1494.792,2397.457,0.6235
4980,1.3833,1,Chronic_Stress,True,68.25,37.2213,75.47340166307818,30.746441374421217,39.57237448391955,29.218231699778958,1677.219,2403.309,0.6979
5010,1.3917,1,Chronic_Stress,True,68.25,37.2213,60.155199271119905,40.94401174260013,41.22552965073121,36.92713378633443,1726.039,1658.703,1.0406
5040,1.4,1,Chronic_Stress,True,68.25,37.2213,57.42537111422357,31.945774321929797,41.21823407302659,38.27479910588231,1527.764,1935.43,0.7894
5070,1.4083,1,Chronic_Stress,True,68.25,37.2213,77.99559030710469,34.796758159324604,36.65314837638055,34.23300217603358,1790.856,1732.043,1.034
5100,1.4167,1,Chronic_Stress,True,68.25,37.2213,59.09569934546144,40.97709204789772,47.631287263954036,32.18127876546163,1578.313,2190.189,0.7206
5130,1.425,1,Chronic_Stress,True,68.25,37.2213,70.55012935449345,32.55914221115945,37.03419217287048,36.49608833830307,1687.515,2017.732,0.8363
5160,1.4333,1,Chronic_Stress,True,68.25,37.2213,66.40396223872051,33.06477897545118,43.661082078239765,19.661092222179455,1594.893,1877.262,0.8496
5190,1.4417,1,Chronic_Stress,True,68.25,37.2213,81.36559426117711,32.19846129513926,37.72438982951462,23.50311819050358,1536.378,1641.335,0.9361
5220,1.45,1,Chronic_Stress,True,68.25,37.2213,67.04235006805865,39.91985119102737,38.23675273782594,21.778058484848007,1554.841,2003.2,0.7762
5250,1.4583,1,Chronic_Stress,True,68.25,37.2213,58.81235375616759,40.25865828361773,47.61138867015337,37.82630259857489,1344.554,1722.74,0.7805
5280,1.4667,1,Chronic_Stress,True,68.25,37.2213,82.81709561262865,37.94499822799894,42.91128888181132,31.523299080243966,1370.742,2247.518,0.6099
5310,1.475,1,Chronic_Stress,True,68.25,37.2213,65.82044351683624,44.055311509051855,45.32317508371955,30.269023593774673,1396.286,2668.671,0.5232
5340,1.4833,1,Chronic_Stress,True,68.25,37.2213,80.74000934401948,39.118683138219,45.0002398031091,31.795599078253193,1551.905,2081.488,0.7456
5370,1.4917,1,Chronic_Stress,True,68.25,37.2213,79.75860276739003,34.31623862880689,43.788038447367725,23.886874458065535,1528.939,1709.525,0.8944
